time,device,task,cpu,energy,response,deadline,label
04:53:06,Device_1,SensorRead,68.11409397400908,10.094761939343062,103.34445651216615,150,normal
04:53:06,Device_2,ControlSignal,55.53602545785169,28.978165544362035,163.94315565917526,100,anomaly
04:53:06,Device_3,SensorRead,29.308533941865562,19.702437569110074,216.13099301548849,150,anomaly
04:53:06,Device_4,SensorRead,82.92636531429497,35.43095632788156,149.46485796827568,150,normal
04:53:06,Device_5,Maintenance,63.41387944536442,36.205343095762814,138.1760956560464,200,normal
04:53:07,Device_2,ControlSignal,28.33638392933822,42.32922936994868,145.0919512046338,100,anomaly
04:53:07,Device_3,SensorRead,21.70825818359021,88.58744997284171,164.89948571600507,150,anomaly
04:53:08,Device_1,ControlSignal,48.48562745673572,24.520768433208104,186.6812143366675,100,anomaly
04:53:08,Device_2,SensorRead,54.30790479315853,74.49937576558165,134.14094984538184,150,normal
04:53:08,Device_4,SensorRead,45.1545538404494,53.87547412714319,165.01601778711523,150,anomaly
04:53:08,Device_5,Maintenance,72.04800310989853,48.78136949741307,202.7805124526186,200,normal
04:53:09,Device_4,Maintenance,24.96611169386023,66.43651378410965,232.72136796062733,200,anomaly
04:53:09,Device_3,ControlSignal,55.0569261115212,59.829859982363146,163.28199701784916,100,anomaly
04:53:09,Device_5,Maintenance,59.3252620028172,44.04783767552074,101.79976239502409,200,normal
04:53:09,Device_1,Maintenance,46.60739946833452,58.87193456104693,81.26950754183838,200,normal
04:53:09,Device_2,SensorRead,88.64392228222502,73.38032402747268,249.0102034538205,150,anomaly
04:53:09,Device_4,Maintenance,78.99094408621465,20.651252712112544,203.89995137289878,200,normal
04:53:10,Device_5,SensorRead,30.450705068376784,20.24173583598997,207.2125054128074,150,anomaly
04:53:10,Device_2,SensorRead,97.45010656037367,69.91626642124302,189.07504523603762,150,anomaly
04:53:10,Device_1,ControlSignal,49.49859641860498,75.17184648349655,248.74158269859385,100,anomaly
04:53:10,Device_3,SensorRead,96.51244994332461,45.219404329234614,119.67614876862562,150,anomaly
04:53:10,Device_2,SensorRead,58.88007557567196,69.95045328209933,110.03107088023077,150,normal
04:53:10,Device_5,ControlSignal,38.563910700668494,12.326513798862448,185.01725670087444,100,anomaly
04:53:11,Device_4,SensorRead,26.40105108296985,12.47153636561575,50.14214302813753,150,normal
04:53:11,Device_1,Maintenance,28.811473682567026,41.90172580777152,237.93594119315185,200,anomaly
04:53:11,Device_2,Maintenance,96.30759828140923,52.35855742491009,238.638908065199,200,anomaly
04:53:11,Device_3,SensorRead,27.864448415894998,64.33662079765026,176.57606066256523,150,anomaly
04:53:12,Device_4,ControlSignal,71.34888587246489,76.0478745892747,164.6031502761149,100,anomaly
04:53:12,Device_5,ControlSignal,71.06410079385772,12.93730164205912,168.106994247737,100,anomaly
04:53:12,Device_2,Maintenance,81.12952836241863,79.8039114000487,221.53445258644916,200,anomaly
04:53:12,Device_1,ControlSignal,64.5397601786523,65.71942800248264,143.1244505956684,100,anomaly
04:53:12,Device_3,Maintenance,24.958707648085515,21.28648296631247,117.06037254703648,200,normal
04:53:12,Device_4,Maintenance,81.44107687770708,73.97245610528032,237.26671764432135,200,anomaly
04:53:13,Device_5,ControlSignal,96.25188816128416,60.07598977635992,211.5191901134818,100,anomaly
